Plot ID,Supplier / plot name,Commodity,Annual sourcing spend,Contract end,Origin country,Latitude,Longitude
PLOT-00231,Malteurop - South Australia Barley Plot 008,Barley,674000.00,2027-12-31,AU,-34.479275,137.956663
PLOT-00232,Cargill Grains - Saskatchewan Wheat Plot 070,Wheat,1356000.00,2031-12-31,CA,51.165123,-105.922583
PLOT-00233,Cemoi - Ondo Cocoa Plot 006,Cocoa,448000.00,2028-12-31,NG,7.489252,5.143730
PLOT-00234,LDC Coffee - Minas Gerais Coffee Plot 021,Coffee,654000.00,2027-12-31,BR,-21.022128,-45.050167
PLOT-00235,Cargill Grains - Beauce Wheat Plot 044,Wheat,1570000.00,2032-12-31,FR,47.669168,1.847578
PLOT-00236,Cosun - Lower Saxony Sugar beet Plot 013,Sugar beet,397000.00,2028-12-31,DE,,
PLOT-00237,Citrosuco - Mpumalanga Citrus Plot 039,Citrus,679000.00,2031-12-31,ZA,-24.802915,31.037757
PLOT-00238,Cargill Grains - Buenos Aires Maize Plot 006,Maize,1616000.00,2029-12-31,AR,-32.688788,-62.074602
PLOT-00239,Cargill Cocoa - Centre Cocoa Plot 005,Cocoa,81000.00,2027-12-31,CM,4.380459,11.723203
PLOT-00240,Volcafe - Sao Paulo Coffee Plot 037,Coffee,82000.00,2030-12-31,BR,-22.364367,-46.747236
PLOT-00241,Cargill Cocoa - Centre Cocoa Plot 005,Cocoa,81000.00,2030-12-31,CM,4.380459,11.723203
PLOT-00242,LoBue - Nile Delta Citrus Plot 043,Citrus,1139000.00,2030-12-31,EG,30.529942,31.494468
PLOT-00243,COFCO - Cherkasy Maize Plot 045,Maize,1124000.00,2032-12-31,UA,49.076797,31.130696
PLOT-00244,Barry Callebaut - Western Cocoa Plot 008,Cocoa,627000.00,2028-12-31,GH,5.661263,-2.700859
PLOT-00245,Kernel - Kirovohrad Sunflower Plot 008,Sunflower,589000.00,2032-12-31,UA,48.467405,32.102954
PLOT-00246,ADM - Parana Soybean Plot 051,Soybean,2607000.00,2028-12-31,BR,-24.782122,-51.398399
PLOT-00247,Semouleries - Saskatchewan Durum wheat Plot 005,Durum wheat,692000.00,2028-12-31,CA,50.709179,-107.757290
PLOT-00248,Touton - Guayas Cocoa Plot 027,Cocoa,561000.00,2028-12-31,EC,-2.301988,-79.785340
PLOT-00249,Soufflet - Kansas Wheat Plot 068,Wheat,1824000.00,2030-12-31,US,38.924526,-97.701541
PLOT-00250,Deoleo - Alentejo Olive oil Plot 014,Olive oil,1186000.00,2028-12-31,PT,38.961926,-8.253060
PLOT-00251,LDC Coffee - Sidama Coffee Plot 012,Coffee,747000.00,2028-12-31,ET,7.248414,38.603463
PLOT-00252,Panzani - Saskatchewan Durum wheat Plot 029,Durum wheat,466000.00,2030-12-31,CA,50.720047,-107.317807
PLOT-00253,Indian River - Sao Paulo Citrus Plot 004,Citrus,408000.00,2030-12-31,BR,-21.432185,-48.539445
PLOT-00254,Bunge - Cordoba Soybean Plot 080,Soybean,1674000.00,2030-12-31,AR,-31.610378,-63.202280
PLOT-00255,Olam Almonds - Granada Almonds Plot 013,Almonds,1599000.00,2028-12-31,ES,36.490870,-3.173323
PLOT-00256,Amaggi - Santa Fe Soybean Plot 013,Soybean,2547000.00,2028-12-31,AR,-30.941618,-60.637291
PLOT-00257,Nordzucker - East of England Sugar beet Plot 010,Sugar beet,434000.00,2027-12-31,GB,,
PLOT-00258,Boortmalt - Alberta Barley Plot 035,Barley,375000.00,2032-12-31,CA,53.023562,-113.899993
PLOT-00259,Raizen - Maharashtra Cane sugar Plot 044,Cane sugar,1194000.00,2030-12-31,IN,19.445698,74.721145
PLOT-00260,LDC - Aquitaine Maize Plot 060,Maize,134000.00,2027-12-31,FR,44.334562,0.432352
PLOT-00261,Sucafina - Minas Gerais Coffee Plot 040,Coffee,1004000.00,2031-12-31,BR,-21.434511,-45.135736
PLOT-00262,Olam Cocoa - San-Pedro Cocoa Plot 002,Cocoa,174000.00,2027-12-31,CI,5.230649,-6.971494
PLOT-00263,De Cecco - Chaouia Durum wheat Plot 018,Durum wheat,737000.00,2031-12-31,MA,,
PLOT-00264,Barry Callebaut - Daloa Cocoa Plot 062,Cocoa,509000.00,2029-12-31,CI,7.358209,-6.794719
PLOT-00265,Cargill Cocoa - Daloa Cocoa Plot 074,Cocoa,599000.00,2029-12-31,CI,7.380791,-5.959545
PLOT-00266,Cargill Grains - Aquitaine Maize Plot 065,Maize,2300000.00,2032-12-31,FR,43.673255,-0.116668
PLOT-00267,ECOM - Dak Lak Coffee Plot 044,Coffee,390000.00,2029-12-31,VN,13.057435,108.360071
PLOT-00268,Boortmalt - Champagne Barley Plot 024,Barley,375000.00,2032-12-31,FR,49.028523,3.977945
PLOT-00269,Nordzucker - Minnesota Sugar beet Plot 022,Sugar beet,1030000.00,2028-12-31,US,47.387143,-96.934745
PLOT-00270,Mitr Phol - Nakhon Ratchasima Cane sugar Plot 037,Cane sugar,2615000.00,2031-12-31,TH,14.726428,101.808848
PLOT-00271,Olam Cocoa - Ondo Cocoa Plot 034,Cocoa,555000.00,2030-12-31,NG,6.764165,5.363630
PLOT-00272,Concha y Toro - Tuscany Wine grapes Plot 004,Wine grapes,538000.00,2027-12-31,IT,43.157249,11.738078
PLOT-00273,Sucafina - Minas Gerais Coffee Plot 054,Coffee,268000.00,2030-12-31,BR,-21.344289,-44.604514
PLOT-00274,ECOM - Sidama Coffee Plot 027,Coffee,1050000.00,2032-12-31,ET,7.018750,38.542377
PLOT-00275,Cemoi - Ondo Cocoa Plot 006,Cocoa,448000.00,2031-12-31,NG,7.489252,5.143730
PLOT-00276,Cutrale - Nile Delta Citrus Plot 040,Citrus,643000.00,2027-12-31,EG,,
PLOT-00277,Boortmalt - South Australia Barley Plot 009,Barley,1057000.00,2030-12-31,AU,-34.113804,138.700328
PLOT-00278,LDC Rice - Suphan Buri Rice Plot 030,Rice,667000.00,2030-12-31,TH,15.013497,100.914572
PLOT-00279,Bunge - Kirovohrad Sunflower Plot 032,Sunflower,1006000.00,2028-12-31,UA,48.234099,31.611375
PLOT-00280,Olam Cocoa - Ondo Cocoa Plot 035,Cocoa,534000.00,2032-12-31,NG,6.660726,4.701116
PLOT-00281,RPAC - Central Valley Almonds Plot 010,Almonds,1204000.00,2030-12-31,US,,
PLOT-00282,LDC Coffee - Comayagua Coffee Plot 055,Coffee,646000.00,2030-12-31,HN,14.869460,-87.744930
PLOT-00283,Sovena - Sfax Olive oil Plot 029,Olive oil,1169000.00,2030-12-31,TN,35.203777,9.704751
PLOT-00284,ADM - Aquitaine Maize Plot 062,Maize,1806000.00,2029-12-31,FR,44.214884,0.492977
PLOT-00285,Wilmar Sugar - Uttar Pradesh Cane sugar Plot 014,Cane sugar,419000.00,2030-12-31,IN,27.728033,79.629607
PLOT-00286,Olam Cocoa - Western Cocoa Plot 019,Cocoa,307000.00,2028-12-31,GH,5.044293,-2.194764
PLOT-00287,LDC - Andalucia Sunflower Plot 029,Sunflower,265000.00,2030-12-31,ES,36.982546,-4.595558
PLOT-00288,Citrosuco - Nile Delta Citrus Plot 038,Citrus,946000.00,2027-12-31,EG,30.275264,31.497432
PLOT-00289,Castel - Napa Wine grapes Plot 009,Wine grapes,685000.00,2032-12-31,US,38.261826,-121.902209
PLOT-00290,Viterra - Wheatbelt Wheat Plot 049,Wheat,519000.00,2029-12-31,AU,-31.324655,117.125741
PLOT-00291,Indian River - Valencia Citrus Plot 011,Citrus,1155000.00,2031-12-31,ES,39.872230,-1.007690
PLOT-00292,Cargill Grains - Iowa Maize Plot 029,Maize,2375000.00,2030-12-31,US,42.221896,-93.540896
PLOT-00293,Cargill Cocoa - Western Cocoa Plot 041,Cocoa,203000.00,2029-12-31,GH,6.043263,-2.826862
PLOT-00294,Volcafe - Huila Coffee Plot 034,Coffee,215000.00,2031-12-31,CO,3.020743,-75.333496
PLOT-00295,Olam Rice - Punjab Rice Plot 026,Rice,542000.00,2027-12-31,IN,30.812632,75.482229
PLOT-00296,Copersucar - Uttar Pradesh Cane sugar Plot 018,Cane sugar,2458000.00,2027-12-31,IN,,
PLOT-00297,Raizen - Nakhon Ratchasima Cane sugar Plot 015,Cane sugar,877000.00,2028-12-31,TH,15.302679,102.078732
PLOT-00298,Bunge - Kirovohrad Sunflower Plot 045,Sunflower,1271000.00,2029-12-31,UA,48.536806,31.891756
PLOT-00299,Tereos - Minnesota Sugar beet Plot 006,Sugar beet,368000.00,2031-12-31,US,47.769916,-96.088354
PLOT-00300,RPAC - Sunraysia Almonds Plot 014,Almonds,477000.00,2031-12-31,AU,-33.809360,141.808760
PLOT-00301,Amaggi - Santa Fe Soybean Plot 058,Soybean,3320000.00,2031-12-31,AR,-30.256326,-60.730369
PLOT-00302,AMC Group - Valencia Citrus Plot 017,Citrus,1549000.00,2027-12-31,ES,,
PLOT-00303,Bunge - Nouvelle-Aquitaine Sunflower Plot 005,Sunflower,395000.00,2032-12-31,FR,44.959872,0.305659
PLOT-00304,Cargill Grains - Wheatbelt Wheat Plot 054,Wheat,1422000.00,2030-12-31,AU,-31.528643,117.085890
PLOT-00305,LDC Coffee - Antioquia Coffee Plot 013,Coffee,1161000.00,2031-12-31,CO,6.508125,-75.796452
PLOT-00306,Select Harvests - Central Valley Almonds Plot 020,Almonds,1765000.00,2027-12-31,US,36.092640,-119.666521
PLOT-00307,Treasury Estates - Napa Wine grapes Plot 006,Wine grapes,482000.00,2027-12-31,US,,
PLOT-00308,GrainCorp - Kansas Wheat Plot 002,Wheat,971000.00,2029-12-31,US,38.838909,-98.049200
PLOT-00309,Borges - Peloponnese Olive oil Plot 011,Olive oil,284000.00,2030-12-31,GR,36.837820,21.540267
PLOT-00310,Volcafe - Sao Paulo Coffee Plot 007,Coffee,207000.00,2028-12-31,BR,-21.610727,-46.894760
PLOT-00311,Kernel - Braila Sunflower Plot 027,Sunflower,124000.00,2028-12-31,RO,44.213453,27.206705
PLOT-00312,Cemoi - San-Pedro Cocoa Plot 064,Cocoa,291000.00,2032-12-31,CI,5.028309,-7.178596
PLOT-00313,De Cecco - North Dakota Durum wheat Plot 023,Durum wheat,465000.00,2032-12-31,US,47.636289,-99.773873
PLOT-00314,ADM - Frontier Wheat Lot,Wheat,210000.00,2029-12-31,ZZ,49.010000,32.010000
PLOT-00315,LT Foods - Punjab Rice Plot 006,Rice,330000.00,2031-12-31,IN,30.163276,75.266055
PLOT-00316,Viterra - Alberta Barley Plot 031,Barley,142000.00,2029-12-31,CA,52.320899,-113.302224
PLOT-00317,Mitr Phol - Nakhon Ratchasima Cane sugar Plot 060,Cane sugar,2682000.00,2032-12-31,TH,14.801080,101.798341
PLOT-00318,ADM Durum - Chaouia Durum wheat Plot 003,Durum wheat,999000.00,2030-12-31,MA,32.711142,-7.626933
PLOT-00319,COFCO - Aquitaine Maize Plot 009,Maize,873000.00,2031-12-31,FR,44.245842,-0.047549
PLOT-00320,Neumann Kaffee - Comayagua Coffee Plot 081,Coffee,807000.00,2029-12-31,HN,14.457692,-87.953310
PLOT-00321,Barry Callebaut - Ashanti Cocoa Plot 001,Cocoa,546000.00,2029-12-31,GH,6.480172,-1.524363
PLOT-00322,COFCO - Iowa Maize Plot 064,Maize,1613000.00,2032-12-31,US,41.996822,-93.666017
PLOT-00323,British Sugar - East of England Sugar beet Plot 025,Sugar beet,804000.00,2031-12-31,GB,53.144172,0.053116
PLOT-00324,Riceland - Vercelli Rice Plot 016,Rice,402000.00,2028-12-31,IT,45.177430,8.637817
PLOT-00325,ADM Milling - Wheatbelt Wheat Plot 014,Wheat,2127000.00,2029-12-31,AU,-32.032012,117.167839
PLOT-00326,Concha y Toro - Napa Wine grapes Plot 013,Wine grapes,1887000.00,2032-12-31,US,,
PLOT-00327,LDC Coffee - Sao Paulo Coffee Plot 029,Coffee,491000.00,2027-12-31,BR,-21.634870,-47.431457
PLOT-00328,Neumann Kaffee - Huila Coffee Plot 038,Coffee,582000.00,2031-12-31,CO,2.959621,-75.280799
PLOT-00329,ADM - Iowa Maize Plot 039,Maize,2186000.00,2028-12-31,US,41.473540,-93.234742
PLOT-00330,Treasury Estates - Rioja Wine grapes Plot 003,Wine grapes,200000.00,2027-12-31,ES,42.467507,-2.651650
PLOT-00331,LDC - Nouvelle-Aquitaine Sunflower Plot 018,Sunflower,557000.00,2029-12-31,FR,45.145887,0.732588
PLOT-00332,Boortmalt - South Australia Barley Plot 006,Barley,509000.00,2031-12-31,AU,-34.385818,139.041748
PLOT-00333,Cemoi - Ashanti Cocoa Plot 007,Cocoa,770000.00,2028-12-31,GH,6.335089,-2.104342
PLOT-00334,Barry Callebaut - Ashanti Cocoa Plot 028,Cocoa,54000.00,2030-12-31,GH,7.064059,-1.440252
PLOT-00335,GrainCorp Malt - South Australia Barley Plot 007,Barley,333000.00,2031-12-31,AU,-34.257461,138.421147
PLOT-00336,GrainCorp - Kansas Wheat Plot 008,Wheat,933000.00,2030-12-31,US,38.715136,-97.977735
PLOT-00337,Viterra - Wheatbelt Wheat Plot 058,Wheat,1301000.00,2028-12-31,AU,,
PLOT-00338,Cargill Grains - Cherkasy Maize Plot 007,Maize,390000.00,2028-12-31,UA,49.357930,31.540792
PLOT-00339,LDC Rice - Punjab Rice Plot 040,Rice,551000.00,2032-12-31,IN,30.053164,75.104107
PLOT-00340,Mitr Phol - Sao Paulo Cane sugar Plot 011,Cane sugar,2724000.00,2031-12-31,BR,,
PLOT-00341,Viterra - East Anglia Barley Plot 034,Barley,708000.00,2029-12-31,GB,52.182951,1.267929
PLOT-00342,Tereos - Minnesota Sugar beet Plot 002,Sugar beet,1003000.00,2031-12-31,US,47.575413,-96.424312
PLOT-00343,Touton - Ondo Cocoa Plot 059,Cocoa,315000.00,2030-12-31,NG,6.643109,5.071684
PLOT-00344,Copersucar - Maharashtra Cane sugar Plot 019,Cane sugar,612000.00,2029-12-31,IN,19.508891,74.100218
PLOT-00345,Cargill Cocoa - Daloa Cocoa Plot 003,Cocoa,108000.00,2029-12-31,CI,6.588067,-6.028878
PLOT-00346,Terra Creta - Jaen Olive oil Plot 028,Olive oil,146000.00,2032-12-31,ES,37.635658,-4.150451
PLOT-00347,Barry Callebaut - Western Cocoa Plot 008,Cocoa,627000.00,2029-12-31,GH,5.661263,-2.700859
PLOT-00348,GrainCorp - Saskatchewan Wheat Plot 050,Wheat,1941000.00,2030-12-31,CA,51.367433,-105.517349
PLOT-00349,Cargill Cocoa - Daloa Cocoa Plot 049,Cocoa,441000.00,2027-12-31,CI,6.490390,-6.624444
PLOT-00350,Cargill Cocoa - Guayas Cocoa Plot 076,Cocoa,885000.00,2028-12-31,EC,-1.930804,-80.413179
PLOT-00351,Cargill Grains - Cherkasy Maize Plot 010,Maize,788000.00,2032-12-31,UA,49.646066,31.680661
PLOT-00352,ADM Durum - Saskatchewan Durum wheat Plot 002,Durum wheat,558000.00,2028-12-31,CA,50.403425,-107.561834
PLOT-00353,Cargill Grains - Buenos Aires Maize Plot 059,Maize,2046000.00,2027-12-31,AR,-32.929979,-61.944711
PLOT-00354,Sucafina - Comayagua Coffee Plot 083,Coffee,171000.00,2027-12-31,HN,14.607691,-88.411179
PLOT-00355,ECOM - Sao Paulo Coffee Plot 006,Coffee,1176000.00,2032-12-31,BR,-22.399163,-47.148594
PLOT-00356,Touton - San-Pedro Cocoa Plot 089,Cocoa,649000.00,2029-12-31,CI,4.617277,-6.307591
PLOT-00357,ADM Milling - Beauce Wheat Plot 046,Wheat,611000.00,2032-12-31,FR,48.381899,1.464704
PLOT-00358,Cargill Grains - Nebraska Maize Plot 042,Maize,1959000.00,2028-12-31,US,41.147015,-98.963199
PLOT-00359,Volcafe - Comayagua Coffee Plot 011,Coffee,599000.00,2027-12-31,HN,,
PLOT-00360,Cargill Cocoa - Ondo Cocoa Plot 084,Cocoa,229000.00,2030-12-31,NG,6.620002,4.633701
PLOT-00361,COFCO - Mato Grosso Soybean Plot 031,Soybean,2268000.00,2030-12-31,BR,-13.283139,-55.616851
PLOT-00362,Sovena - Peloponnese Olive oil Plot 009,Olive oil,556000.00,2032-12-31,GR,37.693772,22.345641
PLOT-00363,Amaggi - Mato Grosso Soybean Plot 007,Soybean,1045000.00,2031-12-31,BR,-12.815462,-55.829186
PLOT-00364,Cargill Grains - Mato Grosso Soybean Plot 016,Soybean,1434000.00,2031-12-31,BR,-12.985990,-55.527135
PLOT-00365,Cargill Grains - Buenos Aires Maize Plot 017,Maize,1481000.00,2029-12-31,AR,-32.937911,-62.540058
PLOT-00366,Kernel - Braila Sunflower Plot 007,Sunflower,802000.00,2031-12-31,RO,44.027191,26.462670
PLOT-00367,Amaggi - Iowa Soybean Plot 011,Soybean,2216000.00,2031-12-31,US,41.930296,-93.287243
PLOT-00368,Viterra - Saskatchewan Wheat Plot 065,Wheat,635000.00,2027-12-31,CA,51.202357,-106.434630
PLOT-00369,Bunge - Buenos Aires Maize Plot 023,Maize,1087000.00,2032-12-31,AR,-33.338567,-62.141734
PLOT-00370,De Cecco - Saskatchewan Durum wheat Plot 012,Durum wheat,345000.00,2027-12-31,CA,50.225273,-107.060015
PLOT-00371,EID Parry - Nakhon Ratchasima Cane sugar Plot 002,Cane sugar,901000.00,2032-12-31,TH,14.648529,102.076477
PLOT-00372,Cargill Grains - Mato Grosso Soybean Plot 060,Soybean,652000.00,2028-12-31,BR,-13.240347,-56.268635
PLOT-00373,Olam Cocoa - Ondo Cocoa Plot 009,Cocoa,137000.00,2027-12-31,NG,6.664984,5.105610
PLOT-00374,Tereos - Minnesota Sugar beet Plot 009,Sugar beet,374000.00,2029-12-31,US,47.044795,-96.576646
PLOT-00375,De Cecco - Chaouia Durum wheat Plot 022,Durum wheat,415000.00,2031-12-31,MA,32.919758,-7.823544
PLOT-00376,COFCO - Aquitaine Maize Plot 033,Maize,172000.00,2029-12-31,FR,43.878513,-0.308674
PLOT-00377,Cargill Grains - Cherkasy Maize Plot 022,Maize,425000.00,2029-12-31,UA,,
PLOT-00378,AMC Group - Florida Citrus Plot 044,Citrus,1329000.00,2029-12-31,US,27.317964,-81.634093
PLOT-00379,Bunge - La Pampa Sunflower Plot 025,Sunflower,1288000.00,2028-12-31,AR,-35.669086,-64.201892
PLOT-00380,Soufflet Malt - Champagne Barley Plot 033,Barley,772000.00,2029-12-31,FR,49.262451,3.754903
PLOT-00381,Treasury Estates - Rioja Wine grapes Plot 016,Wine grapes,1058000.00,2029-12-31,ES,42.357738,-1.968176
PLOT-00382,Castel - Rioja Wine grapes Plot 001,Wine grapes,248000.00,2032-12-31,ES,42.224347,-2.114844
PLOT-00383,Treasury Estates - Barossa Wine grapes Plot 023,Wine grapes,647000.00,2032-12-31,AU,-34.046926,139.437268
PLOT-00384,EID Parry - Uttar Pradesh Cane sugar Plot 038,Cane sugar,1415000.00,2029-12-31,IN,28.002179,79.866048
PLOT-00385,Sovena - Jaen Olive oil Plot 016,Olive oil,301000.00,2031-12-31,ES,37.857485,-3.600513
PLOT-00386,LoBue - Sao Paulo Citrus Plot 007,Citrus,1043000.00,2030-12-31,BR,-21.462691,-48.677547
PLOT-00387,Barry Callebaut - Western Cocoa Plot 082,Cocoa,631000.00,2028-12-31,GH,5.502679,-2.396421
PLOT-00388,E&J Gallo Sourcing - Napa Wine grapes Plot 011,Wine grapes,673000.00,2029-12-31,US,38.529277,-122.343978
PLOT-00389,Bunge - Mato Grosso Maize Plot 025,Maize,843000.00,2032-12-31,BR,,
PLOT-00390,Raizen - Maharashtra Cane sugar Plot 027,Cane sugar,844000.00,2030-12-31,IN,19.854297,74.623316
PLOT-00391,Volcafe - Comayagua Coffee Plot 045,Coffee,973000.00,2032-12-31,HN,14.185145,-88.420561
PLOT-00392,Bogus Country Plot,Coffee,310000.00,2027-12-31,,10.500000,38.200000
PLOT-00393,ADM - Iowa Soybean Plot 004,Soybean,1555000.00,2027-12-31,US,42.353677,-93.530355
PLOT-00394,Raizen - Nakhon Ratchasima Cane sugar Plot 008,Cane sugar,1856000.00,2028-12-31,TH,,
PLOT-00395,COFCO - Buenos Aires Maize Plot 004,Maize,1437000.00,2029-12-31,AR,-32.573170,-62.464819
PLOT-00396,Soufflet Malt - South Australia Barley Plot 003,Barley,390000.00,2029-12-31,AU,-34.858712,138.609586
PLOT-00397,Sucafina - Dak Lak Coffee Plot 056,Coffee,650000.00,2027-12-31,VN,12.203350,108.576582
PLOT-00398,ECOM - Sidama Coffee Plot 058,Coffee,828000.00,2030-12-31,ET,,
PLOT-00399,Touton - Centre Cocoa Plot 030,Cocoa,597000.00,2030-12-31,CM,3.996220,11.484841
PLOT-00400,LDC - Buenos Aires Maize Plot 044,Maize,1797000.00,2032-12-31,AR,-32.883981,-62.327846
PLOT-00401,Viterra - Kansas Wheat Plot 001,Wheat,2121000.00,2027-12-31,US,38.717954,-98.407789
PLOT-00402,Cutrale - Nile Delta Citrus Plot 005,Citrus,1472000.00,2029-12-31,EG,31.009994,30.919509
PLOT-00403,Semouleries - Konya Durum wheat Plot 025,Durum wheat,889000.00,2032-12-31,TR,37.977613,34.955261
PLOT-00404,De Cecco - Saskatchewan Durum wheat Plot 004,Durum wheat,896000.00,2031-12-31,CA,50.445983,-107.824686
PLOT-00405,Barilla Grani - Foggia Durum wheat Plot 028,Durum wheat,876000.00,2028-12-31,IT,41.339956,15.717827
PLOT-00406,Touton - Ondo Cocoa Plot 078,Cocoa,167000.00,2027-12-31,NG,6.685485,5.083861
PLOT-00407,Olam Cocoa - Western Cocoa Plot 016,Cocoa,757000.00,2029-12-31,GH,5.692641,-2.450089
PLOT-00408,Tereos - Flevoland Sugar beet Plot 007,Sugar beet,1025000.00,2028-12-31,NL,52.406112,5.466884
PLOT-00409,De Cecco - North Dakota Durum wheat Plot 016,Durum wheat,1018000.00,2031-12-31,US,47.834291,-100.025689
PLOT-00410,Concha y Toro - Bordeaux Wine grapes Plot 010,Wine grapes,1964000.00,2030-12-31,FR,44.356975,-0.995178
PLOT-00411,COFCO - Iowa Soybean Plot 061,Soybean,1721000.00,2027-12-31,US,41.650803,-93.224735
PLOT-00412,Panzani - Konya Durum wheat Plot 024,Durum wheat,1162000.00,2032-12-31,TR,37.101591,34.925713
PLOT-00413,Bunge - Illinois Soybean Plot 033,Soybean,3495000.00,2029-12-31,US,39.848089,-88.644110
PLOT-00414,GrainCorp - Kansas Wheat Plot 034,Wheat,659000.00,2029-12-31,US,38.131252,-97.488964
PLOT-00415,Riceland - Punjab Rice Plot 001,Rice,244000.00,2032-12-31,IN,30.569482,75.542132
PLOT-00416,Barry Callebaut - San-Pedro Cocoa Plot 015,Cocoa,45000.00,2031-12-31,CI,4.906079,-6.716733
PLOT-00417,Cargill Grains - Beauce Wheat Plot 003,Wheat,684000.00,2027-12-31,FR,48.730416,1.477719
PLOT-00418,Boortmalt - South Australia Barley Plot 018,Barley,919000.00,2030-12-31,AU,-34.350679,138.561714
PLOT-00419,Cargill Cocoa - Centre Cocoa Plot 005,Cocoa,81000.00,2032-12-31,CM,4.380459,11.723203
PLOT-00420,Copersucar - Queensland Cane sugar Plot 033,Cane sugar,2647000.00,2030-12-31,AU,-19.419369,146.779348
PLOT-00421,Sucafina - Sidama Coffee Plot 079,Coffee,46000.00,2029-12-31,ET,6.574783,38.565569
PLOT-00422,LDC - Aquitaine Maize Plot 002,Maize,883000.00,2031-12-31,FR,44.183750,-0.010666
PLOT-00423,Blue Diamond - Central Valley Almonds Plot 024,Almonds,1840000.00,2028-12-31,US,36.874028,-119.797231
PLOT-00424,Wilmar Sugar - Nakhon Ratchasima Cane sugar Plot 029,Cane sugar,796000.00,2029-12-31,TH,15.137549,102.378647
PLOT-00425,Sucafina - Sao Paulo Coffee Plot 084,Coffee,241000.00,2029-12-31,BR,-22.404803,-47.335950
PLOT-00426,Cargill Cocoa - Daloa Cocoa Plot 003,Cocoa,108000.00,2031-12-31,CI,6.588067,-6.028878
PLOT-00427,Olam Cocoa - San-Pedro Cocoa Plot 002,Cocoa,174000.00,2031-12-31,CI,5.230649,-6.971494
PLOT-00428,Terra Creta - Jaen Olive oil Plot 005,Olive oil,398000.00,2029-12-31,ES,37.397295,-4.319583
PLOT-00429,LDC Coffee - Sao Paulo Coffee Plot 025,Coffee,382000.00,2028-12-31,BR,-21.778875,-47.364915
PLOT-00430,Viterra - Champagne Barley Plot 013,Barley,453000.00,2029-12-31,FR,49.208029,3.961812
PLOT-00431,Cargill Cocoa - Daloa Cocoa Plot 003,Cocoa,108000.00,2029-12-31,CI,6.588067,-6.028878
PLOT-00432,Neumann Kaffee - Comayagua Coffee Plot 014,Coffee,498000.00,2030-12-31,HN,14.117578,-87.812290
PLOT-00433,Mitr Phol - Nakhon Ratchasima Cane sugar Plot 020,Cane sugar,2516000.00,2029-12-31,TH,14.885788,101.754347
PLOT-00434,Cargill Grains - Iowa Soybean Plot 049,Soybean,1898000.00,2028-12-31,US,42.373501,-94.046685
PLOT-00435,Borges - Sunraysia Almonds Plot 001,Almonds,960000.00,2031-12-31,AU,-33.704556,141.863025
PLOT-00436,Riceland - Vercelli Rice Plot 014,Rice,417000.00,2031-12-31,IT,45.538994,8.617327
PLOT-00437,Borges - Jaen Olive oil Plot 034,Olive oil,514000.00,2028-12-31,ES,37.854548,-3.669856
PLOT-00438,Copersucar - Uttar Pradesh Cane sugar Plot 039,Cane sugar,2534000.00,2031-12-31,IN,27.038719,78.976198
PLOT-00439,Citrosuco - Nile Delta Citrus Plot 012,Citrus,1439000.00,2030-12-31,EG,30.924608,31.071207
PLOT-00440,Treasury Estates - Bordeaux Wine grapes Plot 014,Wine grapes,1619000.00,2028-12-31,FR,44.626887,-0.196924
PLOT-00441,Boortmalt - East Anglia Barley Plot 011,Barley,211000.00,2032-12-31,GB,52.313001,1.019887
PLOT-00442,Cargill Cocoa - Ondo Cocoa Plot 025,Cocoa,379000.00,2027-12-31,NG,7.491295,4.994326
PLOT-00443,Amaggi - Parana Soybean Plot 057,Soybean,2638000.00,2031-12-31,BR,-24.450374,-51.356920
PLOT-00444,Citrosuco - Nile Delta Citrus Plot 015,Citrus,1593000.00,2032-12-31,EG,30.789535,31.069947
PLOT-00445,GrainCorp - Poltava Wheat Plot 052,Wheat,1765000.00,2027-12-31,UA,49.445698,31.650994
PLOT-00446,Bunge - Nouvelle-Aquitaine Sunflower Plot 022,Sunflower,1147000.00,2031-12-31,FR,45.064316,0.862428
PLOT-00447,Sucafina - Sidama Coffee Plot 077,Coffee,441000.00,2029-12-31,ET,7.134117,38.542359
PLOT-00448,Olam Almonds - Sunraysia Almonds Plot 003,Almonds,705000.00,2028-12-31,AU,,
PLOT-00449,Cargill Grains - Santa Fe Soybean Plot 036,Soybean,830000.00,2030-12-31,AR,-30.338566,-60.596832
PLOT-00450,De Cecco - Saskatchewan Durum wheat Plot 011,Durum wheat,549000.00,2032-12-31,CA,50.031115,-107.931497
PLOT-00451,LoBue - Nile Delta Citrus Plot 036,Citrus,1492000.00,2032-12-31,EG,31.015814,31.261099
PLOT-00452,E&J Gallo Sourcing - Rioja Wine grapes Plot 026,Wine grapes,140000.00,2027-12-31,ES,42.391412,-2.159839
PLOT-00453,Mitr Phol - Sao Paulo Cane sugar Plot 031,Cane sugar,1380000.00,2029-12-31,BR,-21.736131,-48.557317
PLOT-00454,ECOM - Sidama Coffee Plot 008,Coffee,979000.00,2028-12-31,ET,7.181747,38.502369
PLOT-00455,Cargill - La Pampa Sunflower Plot 014,Sunflower,1182000.00,2032-12-31,AR,-35.995482,-64.510201
PLOT-00456,Mitr Phol - Nakhon Ratchasima Cane sugar Plot 001,Cane sugar,243000.00,2027-12-31,TH,14.568251,102.386692
PLOT-00457,Cargill Grains - Cordoba Soybean Plot 068,Soybean,235000.00,2030-12-31,AR,,
